REFERENCE	 DEGRADED	Fsample	 P.862.2_SCORE
g729char\exp3\original\c\c_f02s42.wav	 g729char\exp3\coded\c\ce3fc042.out	16000	2.083
g729char\exp3\original\c\c_m01s42.wav	 g729char\exp3\coded\c\ce3m2a42.out	16000	2.49
g729char\exp3\original\c\c_m02s42.wav	 g729char\exp3\coded\c\ce3m5c42.out	16000	2.818
g729char\exp3\original\c\c_f01s43.wav	 g729char\exp3\coded\c\ce3f8f43.out	16000	3.101
g729char\exp3\original\c\c_f02s43.wav	 g729char\exp3\coded\c\ce3fc143.out	16000	2.679
g729char\exp3\original\c\c_m01s43.wav	 g729char\exp3\coded\c\ce3m2b43.out	16000	3.208
g729char\exp3\original\c\c_m02s43.wav	 g729char\exp3\coded\c\ce3m5d43.out	16000	3.446
g729char\exp3\original\c\c_f01s44.wav	 g729char\exp3\coded\c\ce3f9044.out	16000	3.304
g729char\exp3\original\c\c_f02s44.wav	 g729char\exp3\coded\c\ce3fc244.out	16000	3.207
g729char\exp3\original\c\c_m01s44.wav	 g729char\exp3\coded\c\ce3m2c44.out	16000	3.811
g729char\exp3\original\c\c_m02s44.wav	 g729char\exp3\coded\c\ce3m5e44.out	16000	4.039
g729char\exp3\original\c\c_f01s45.wav	 g729char\exp3\coded\c\ce3f9145.out	16000	3.923
g729char\exp3\original\c\c_f02s45.wav	 g729char\exp3\coded\c\ce3fc345.out	16000	3.479
g729char\exp3\original\c\c_m01s45.wav	 g729char\exp3\coded\c\ce3m2d45.out	16000	3.804
g729char\exp3\original\c\c_m02s45.wav	 g729char\exp3\coded\c\ce3m5f45.out	16000	4.183
g729char\exp3\original\c\c_f01s46.wav	 g729char\exp3\coded\c\ce3f9246.out	16000	4.321
g729char\exp3\original\c\c_f02s46.wav	 g729char\exp3\coded\c\ce3fc446.out	16000	4.116
g729char\exp3\original\c\c_m01s46.wav	 g729char\exp3\coded\c\ce3m2e46.out	16000	3.93
g729char\exp3\original\c\c_m02s46.wav	 g729char\exp3\coded\c\ce3m6046.out	16000	4.169
g729char\exp3\original\c\c_f01s47.wav	 g729char\exp3\coded\c\ce3f9347.out	16000	4.092
g729char\exp3\original\c\c_f02s47.wav	 g729char\exp3\coded\c\ce3fc547.out	16000	4.083
g729char\exp3\original\c\c_m01s47.wav	 g729char\exp3\coded\c\ce3m2f47.out	16000	3.869
g729char\exp3\original\c\c_m02s47.wav	 g729char\exp3\coded\c\ce3m6147.out	16000	4.2
g729char\exp3\original\c\c_f01s48.wav	 g729char\exp3\coded\c\ce3f9448.out	16000	2.499
g729char\exp3\original\c\c_f02s48.wav	 g729char\exp3\coded\c\ce3fc648.out	16000	2.253
g729char\exp3\original\c\c_m01s48.wav	 g729char\exp3\coded\c\ce3m3048.out	16000	2.271
g729char\exp3\original\c\c_m02s48.wav	 g729char\exp3\coded\c\ce3m6248.out	16000	2.405
g729char\exp3\original\c\c_f01s49.wav	 g729char\exp3\coded\c\ce3f9549.out	16000	2.186
g729char\exp3\original\c\c_f02s49.wav	 g729char\exp3\coded\c\ce3fc749.out	16000	1.961
g729char\exp3\original\c\c_m01s49.wav	 g729char\exp3\coded\c\ce3m3149.out	16000	2.125
g729char\exp3\original\c\c_m02s49.wav	 g729char\exp3\coded\c\ce3m6349.out	16000	2.2
g729char\exp3\original\c\c_f01s50.wav	 g729char\exp3\coded\c\ce3f9650.out	16000	2.186
g729char\exp3\original\c\c_f02s50.wav	 g729char\exp3\coded\c\ce3fc850.out	16000	2.109
g729char\exp3\original\c\c_m01s50.wav	 g729char\exp3\coded\c\ce3m3250.out	16000	2.033
g729char\exp3\original\c\c_m02s50.wav	 g729char\exp3\coded\c\ce3m6450.out	16000	2.302
g729char\exp3\original\d\d_f01s01.wav	 g729char\exp3\coded\d\de3f6501.out	16000	2.422
g729char\exp3\original\d\d_f02s01.wav	 g729char\exp3\coded\d\de3f9701.out	16000	2.412
g729char\exp3\original\d\d_m01s01.wav	 g729char\exp3\coded\d\de3m0101.out	16000	3.002
g729char\exp3\original\d\d_m02s01.wav	 g729char\exp3\coded\d\de3m3301.out	16000	3.301
g729char\exp3\original\d\d_f01s02.wav	 g729char\exp3\coded\d\de3f6602.out	16000	2.229
g729char\exp3\original\d\d_f02s02.wav	 g729char\exp3\coded\d\de3f9802.out	16000	2.257
g729char\exp3\original\d\d_m01s02.wav	 g729char\exp3\coded\d\de3m0202.out	16000	2.75
g729char\exp3\original\d\d_m02s02.wav	 g729char\exp3\coded\d\de3m3402.out	16000	2.795
g729char\exp3\original\d\d_f01s03.wav	 g729char\exp3\coded\d\de3f6703.out	16000	2.376
g729char\exp3\original\d\d_f02s03.wav	 g729char\exp3\coded\d\de3f9903.out	16000	2.205
g729char\exp3\original\d\d_m01s03.wav	 g729char\exp3\coded\d\de3m0303.out	16000	2.7
g729char\exp3\original\d\d_m02s03.wav	 g729char\exp3\coded\d\de3m3503.out	16000	2.602
g729char\exp3\original\d\d_f01s04.wav	 g729char\exp3\coded\d\de3f6804.out	16000	1.955
g729char\exp3\original\d\d_f02s04.wav	 g729char\exp3\coded\d\de3f9a04.out	16000	2.447
g729char\exp3\original\d\d_m01s04.wav	 g729char\exp3\coded\d\de3m0404.out	16000	2.949
g729char\exp3\original\d\d_m02s04.wav	 g729char\exp3\coded\d\de3m3604.out	16000	2.406
g729char\exp3\original\d\d_f01s05.wav	 g729char\exp3\coded\d\de3f6905.out	16000	1.831
g729char\exp3\original\d\d_f02s05.wav	 g729char\exp3\coded\d\de3f9b05.out	16000	1.822
g729char\exp3\original\d\d_m01s05.wav	 g729char\exp3\coded\d\de3m0505.out	16000	2.364
g729char\exp3\original\d\d_m02s05.wav	 g729char\exp3\coded\d\de3m3705.out	16000	2.861
g729char\exp3\original\d\d_f01s06.wav	 g729char\exp3\coded\d\de3f6a06.out	16000	2.192
g729char\exp3\original\d\d_f02s06.wav	 g729char\exp3\coded\d\de3f9c06.out	16000	2.215
g729char\exp3\original\d\d_m01s06.wav	 g729char\exp3\coded\d\de3m0606.out	16000	2.377
g729char\exp3\original\d\d_m02s06.wav	 g729char\exp3\coded\d\de3m3806.out	16000	2.457
g729char\exp3\original\d\d_f01s07.wav	 g729char\exp3\coded\d\de3f6b07.out	16000	1.884
g729char\exp3\original\d\d_f02s07.wav	 g729char\exp3\coded\d\de3f9d07.out	16000	2.205
g729char\exp3\original\d\d_m01s07.wav	 g729char\exp3\coded\d\de3m0707.out	16000	2.231
g729char\exp3\original\d\d_m02s07.wav	 g729char\exp3\coded\d\de3m3907.out	16000	2.47
g729char\exp3\original\d\d_f01s08.wav	 g729char\exp3\coded\d\de3f6c08.out	16000	1.751
g729char\exp3\original\d\d_f02s08.wav	 g729char\exp3\coded\d\de3f9e08.out	16000	1.928
g729char\exp3\original\d\d_m01s08.wav	 g729char\exp3\coded\d\de3m0808.out	16000	2.144
g729char\exp3\original\d\d_m02s08.wav	 g729char\exp3\coded\d\de3m3a08.out	16000	2.051
g729char\exp3\original\d\d_f01s09.wav	 g729char\exp3\coded\d\de3f6d09.out	16000	1.765
g729char\exp3\original\d\d_f02s09.wav	 g729char\exp3\coded\d\de3f9f09.out	16000	1.765
g729char\exp3\original\d\d_m01s09.wav	 g729char\exp3\coded\d\de3m0909.out	16000	2.322
g729char\exp3\original\d\d_m02s09.wav	 g729char\exp3\coded\d\de3m3b09.out	16000	2.162
g729char\exp3\original\d\d_f01s10.wav	 g729char\exp3\coded\d\de3f6e10.out	16000	1.96
g729char\exp3\original\d\d_f02s10.wav	 g729char\exp3\coded\d\de3fa010.out	16000	2.31
g729char\exp3\original\d\d_m01s10.wav	 g729char\exp3\coded\d\de3m0a10.out	16000	2.135
g729char\exp3\original\d\d_m02s10.wav	 g729char\exp3\coded\d\de3m3c10.out	16000	1.987
g729char\exp3\original\d\d_f01s11.wav	 g729char\exp3\coded\d\de3f6f11.out	16000	1.928
g729char\exp3\original\d\d_f02s11.wav	 g729char\exp3\coded\d\de3fa111.out	16000	2.114
g729char\exp3\original\d\d_m01s11.wav	 g729char\exp3\coded\d\de3m0b11.out	16000	1.959
g729char\exp3\original\d\d_m02s11.wav	 g729char\exp3\coded\d\de3m3d11.out	16000	2.108
g729char\exp3\original\d\d_f01s12.wav	 g729char\exp3\coded\d\de3f7012.out	16000	1.736
g729char\exp3\original\d\d_f02s12.wav	 g729char\exp3\coded\d\de3fa212.out	16000	1.894
g729char\exp3\original\d\d_m01s12.wav	 g729char\exp3\coded\d\de3m0c12.out	16000	2.041
g729char\exp3\original\d\d_m02s12.wav	 g729char\exp3\coded\d\de3m3e12.out	16000	2.116
g729char\exp3\original\d\d_f01s13.wav	 g729char\exp3\coded\d\de3f7113.out	16000	1.669
g729char\exp3\original\d\d_f02s13.wav	 g729char\exp3\coded\d\de3fa313.out	16000	1.839
g729char\exp3\original\d\d_m01s13.wav	 g729char\exp3\coded\d\de3m0d13.out	16000	1.853
g729char\exp3\original\d\d_m02s13.wav	 g729char\exp3\coded\d\de3m3f13.out	16000	1.919
g729char\exp3\original\d\d_f01s14.wav	 g729char\exp3\coded\d\de3f7214.out	16000	1.703
g729char\exp3\original\d\d_f02s14.wav	 g729char\exp3\coded\d\de3fa414.out	16000	1.816
g729char\exp3\original\d\d_m01s14.wav	 g729char\exp3\coded\d\de3m0e14.out	16000	1.755
g729char\exp3\original\d\d_m02s14.wav	 g729char\exp3\coded\d\de3m4014.out	16000	2.067
g729char\exp3\original\d\d_f01s15.wav	 g729char\exp3\coded\d\de3f7315.out	16000	1.78
g729char\exp3\original\d\d_f02s15.wav	 g729char\exp3\coded\d\de3fa515.out	16000	1.556
g729char\exp3\original\d\d_m01s15.wav	 g729char\exp3\coded\d\de3m0f15.out	16000	1.827
g729char\exp3\original\d\d_m02s15.wav	 g729char\exp3\coded\d\de3m4115.out	16000	1.658
g729char\exp3\original\d\d_f01s16.wav	 g729char\exp3\coded\d\de3f7416.out	16000	2.432
g729char\exp3\original\d\d_f02s16.wav	 g729char\exp3\coded\d\de3fa616.out	16000	2.325
g729char\exp3\original\d\d_m01s16.wav	 g729char\exp3\coded\d\de3m1016.out	16000	2.445
g729char\exp3\original\d\d_m02s16.wav	 g729char\exp3\coded\d\de3m4216.out	16000	2.276
g729char\exp3\original\d\d_f01s17.wav	 g729char\exp3\coded\d\de3f7517.out	16000	1.989
g729char\exp3\original\d\d_f02s17.wav	 g729char\exp3\coded\d\de3fa717.out	16000	2.122
g729char\exp3\original\d\d_m01s17.wav	 g729char\exp3\coded\d\de3m1117.out	16000	2.354
g729char\exp3\original\d\d_m02s17.wav	 g729char\exp3\coded\d\de3m4317.out	16000	2.253
g729char\exp3\original\d\d_f01s18.wav	 g729char\exp3\coded\d\de3f7618.out	16000	2.058
g729char\exp3\original\d\d_f02s18.wav	 g729char\exp3\coded\d\de3fa818.out	16000	2.146
g729char\exp3\original\d\d_m01s18.wav	 g729char\exp3\coded\d\de3m1218.out	16000	2.054
g729char\exp3\original\d\d_m02s18.wav	 g729char\exp3\coded\d\de3m4418.out	16000	1.868
g729char\exp3\original\d\d_f01s19.wav	 g729char\exp3\coded\d\de3f7719.out	16000	1.74
g729char\exp3\original\d\d_f02s19.wav	 g729char\exp3\coded\d\de3fa919.out	16000	1.916
g729char\exp3\original\d\d_m01s19.wav	 g729char\exp3\coded\d\de3m1319.out	16000	2.468
g729char\exp3\original\d\d_m02s19.wav	 g729char\exp3\coded\d\de3m4519.out	16000	2.003
g729char\exp3\original\d\d_f01s20.wav	 g729char\exp3\coded\d\de3f7820.out	16000	1.804
g729char\exp3\original\d\d_f02s20.wav	 g729char\exp3\coded\d\de3faa20.out	16000	1.923
g729char\exp3\original\d\d_m01s20.wav	 g729char\exp3\coded\d\de3m1420.out	16000	2.071
g729char\exp3\original\d\d_m02s20.wav	 g729char\exp3\coded\d\de3m4620.out	16000	2.111
g729char\exp3\original\d\d_f01s21.wav	 g729char\exp3\coded\d\de3f7921.out	16000	2.155
g729char\exp3\original\d\d_f02s21.wav	 g729char\exp3\coded\d\de3fab21.out	16000	1.976
g729char\exp3\original\d\d_m01s21.wav	 g729char\exp3\coded\d\de3m1521.out	16000	2.891
g729char\exp3\original\d\d_m02s21.wav	 g729char\exp3\coded\d\de3m4721.out	16000	3.017
g729char\exp3\original\d\d_f01s22.wav	 g729char\exp3\coded\d\de3f7a22.out	16000	1.989
g729char\exp3\original\d\d_f02s22.wav	 g729char\exp3\coded\d\de3fac22.out	16000	2.007
g729char\exp3\original\d\d_m01s22.wav	 g729char\exp3\coded\d\de3m1622.out	16000	2.134
g729char\exp3\original\d\d_m02s22.wav	 g729char\exp3\coded\d\de3m4822.out	16000	2.449
g729char\exp3\original\d\d_f01s23.wav	 g729char\exp3\coded\d\de3f7b23.out	16000	1.954
g729char\exp3\original\d\d_f02s23.wav	 g729char\exp3\coded\d\de3fad23.out	16000	1.817
g729char\exp3\original\d\d_m01s23.wav	 g729char\exp3\coded\d\de3m1723.out	16000	2.423
g729char\exp3\original\d\d_m02s23.wav	 g729char\exp3\coded\d\de3m4923.out	16000	2.141
g729char\exp3\original\d\d_f01s24.wav	 g729char\exp3\coded\d\de3f7c24.out	16000	1.561
g729char\exp3\original\d\d_f02s24.wav	 g729char\exp3\coded\d\de3fae24.out	16000	1.821
g729char\exp3\original\d\d_m01s24.wav	 g729char\exp3\coded\d\de3m1824.out	16000	2.132
g729char\exp3\original\d\d_m02s24.wav	 g729char\exp3\coded\d\de3m4a24.out	16000	1.807
g729char\exp3\original\d\d_f01s25.wav	 g729char\exp3\coded\d\de3f7d25.out	16000	1.715
g729char\exp3\original\d\d_f02s25.wav	 g729char\exp3\coded\d\de3faf25.out	16000	1.684
g729char\exp3\original\d\d_m01s25.wav	 g729char\exp3\coded\d\de3m1925.out	16000	2.125
g729char\exp3\original\d\d_m02s25.wav	 g729char\exp3\coded\d\de3m4b25.out	16000	1.926
g729char\exp3\original\d\d_f01s26.wav	 g729char\exp3\coded\d\de3f7e26.out	16000	1.588
g729char\exp3\original\d\d_f02s26.wav	 g729char\exp3\coded\d\de3fb026.out	16000	1.711
g729char\exp3\original\d\d_m01s26.wav	 g729char\exp3\coded\d\de3m1a26.out	16000	2.257
g729char\exp3\original\d\d_m02s26.wav	 g729char\exp3\coded\d\de3m4c26.out	16000	2.001
g729char\exp3\original\d\d_f01s27.wav	 g729char\exp3\coded\d\de3f7f27.out	16000	1.752
g729char\exp3\original\d\d_f02s27.wav	 g729char\exp3\coded\d\de3fb127.out	16000	2.203
g729char\exp3\original\d\d_m01s27.wav	 g729char\exp3\coded\d\de3m1b27.out	16000	1.914
g729char\exp3\original\d\d_m02s27.wav	 g729char\exp3\coded\d\de3m4d27.out	16000	2.302
g729char\exp3\original\d\d_f01s28.wav	 g729char\exp3\coded\d\de3f8028.out	16000	1.807
g729char\exp3\original\d\d_f02s28.wav	 g729char\exp3\coded\d\de3fb228.out	16000	1.66
g729char\exp3\original\d\d_m01s28.wav	 g729char\exp3\coded\d\de3m1c28.out	16000	1.522
g729char\exp3\original\d\d_m02s28.wav	 g729char\exp3\coded\d\de3m4e28.out	16000	1.766
g729char\exp3\original\d\d_f01s29.wav	 g729char\exp3\coded\d\de3f8129.out	16000	2.1
g729char\exp3\original\d\d_f02s29.wav	 g729char\exp3\coded\d\de3fb329.out	16000	2.266
g729char\exp3\original\d\d_m01s29.wav	 g729char\exp3\coded\d\de3m1d29.out	16000	3.037
g729char\exp3\original\d\d_m02s29.wav	 g729char\exp3\coded\d\de3m4f29.out	16000	2.828
g729char\exp3\original\d\d_f01s30.wav	 g729char\exp3\coded\d\de3f8230.out	16000	1.351
g729char\exp3\original\d\d_f02s30.wav	 g729char\exp3\coded\d\de3fb430.out	16000	1.585
g729char\exp3\original\d\d_m01s30.wav	 g729char\exp3\coded\d\de3m1e30.out	16000	2.455
g729char\exp3\original\d\d_m02s30.wav	 g729char\exp3\coded\d\de3m5030.out	16000	2.539
g729char\exp3\original\d\d_f01s31.wav	 g729char\exp3\coded\d\de3f8331.out	16000	1.631
g729char\exp3\original\d\d_f02s31.wav	 g729char\exp3\coded\d\de3fb531.out	16000	1.399
g729char\exp3\original\d\d_m01s31.wav	 g729char\exp3\coded\d\de3m1f31.out	16000	2.19
g729char\exp3\original\d\d_m02s31.wav	 g729char\exp3\coded\d\de3m5131.out	16000	1.913
g729char\exp3\original\d\d_f01s32.wav	 g729char\exp3\coded\d\de3f8432.out	16000	1.139
g729char\exp3\original\d\d_f02s32.wav	 g729char\exp3\coded\d\de3fb632.out	16000	1.253
g729char\exp3\original\d\d_m01s32.wav	 g729char\exp3\coded\d\de3m2032.out	16000	1.66
g729char\exp3\original\d\d_m02s32.wav	 g729char\exp3\coded\d\de3m5232.out	16000	1.933
g729char\exp3\original\d\d_f01s33.wav	 g729char\exp3\coded\d\de3f8533.out	16000	2.041
g729char\exp3\original\d\d_f02s33.wav	 g729char\exp3\coded\d\de3fb733.out	16000	2.352
g729char\exp3\original\d\d_m01s33.wav	 g729char\exp3\coded\d\de3m2133.out	16000	3.027
g729char\exp3\original\d\d_m02s33.wav	 g729char\exp3\coded\d\de3m5333.out	16000	3.033
g729char\exp3\original\d\d_f01s34.wav	 g729char\exp3\coded\d\de3f8634.out	16000	1.998
g729char\exp3\original\d\d_f02s34.wav	 g729char\exp3\coded\d\de3fb834.out	16000	2.245
g729char\exp3\original\d\d_m01s34.wav	 g729char\exp3\coded\d\de3m2234.out	16000	2.354
g729char\exp3\original\d\d_m02s34.wav	 g729char\exp3\coded\d\de3m5434.out	16000	2.809
g729char\exp3\original\d\d_f01s35.wav	 g729char\exp3\coded\d\de3f8735.out	16000	1.576
g729char\exp3\original\d\d_f02s35.wav	 g729char\exp3\coded\d\de3fb935.out	16000	1.869
g729char\exp3\original\d\d_m01s35.wav	 g729char\exp3\coded\d\de3m2335.out	16000	1.979
g729char\exp3\original\d\d_m02s35.wav	 g729char\exp3\coded\d\de3m5535.out	16000	1.952
g729char\exp3\original\d\d_f01s36.wav	 g729char\exp3\coded\d\de3f8836.out	16000	1.444
g729char\exp3\original\d\d_f02s36.wav	 g729char\exp3\coded\d\de3fba36.out	16000	1.563
g729char\exp3\original\d\d_m01s36.wav	 g729char\exp3\coded\d\de3m2436.out	16000	1.841
g729char\exp3\original\d\d_m02s36.wav	 g729char\exp3\coded\d\de3m5636.out	16000	2.006
g729char\exp3\original\d\d_f01s37.wav	 g729char\exp3\coded\d\de3f8937.out	16000	3.356
g729char\exp3\original\d\d_f02s37.wav	 g729char\exp3\coded\d\de3fbb37.out	16000	2.967
g729char\exp3\original\d\d_m01s37.wav	 g729char\exp3\coded\d\de3m2537.out	16000	3.344
g729char\exp3\original\d\d_m02s37.wav	 g729char\exp3\coded\d\de3m5737.out	16000	3.201
g729char\exp3\original\d\d_f01s38.wav	 g729char\exp3\coded\d\de3f8a38.out	16000	2.07
g729char\exp3\original\d\d_f02s38.wav	 g729char\exp3\coded\d\de3fbc38.out	16000	2.143
g729char\exp3\original\d\d_m01s38.wav	 g729char\exp3\coded\d\de3m2638.out	16000	1.932
g729char\exp3\original\d\d_m02s38.wav	 g729char\exp3\coded\d\de3m5838.out	16000	2.326
g729char\exp3\original\d\d_f01s39.wav	 g729char\exp3\coded\d\de3f8b39.out	16000	1.702
g729char\exp3\original\d\d_f02s39.wav	 g729char\exp3\coded\d\de3fbd39.out	16000	1.863
g729char\exp3\original\d\d_m01s39.wav	 g729char\exp3\coded\d\de3m2739.out	16000	1.807
g729char\exp3\original\d\d_m02s39.wav	 g729char\exp3\coded\d\de3m5939.out	16000	1.911
g729char\exp3\original\d\d_f01s40.wav	 g729char\exp3\coded\d\de3f8c40.out	16000	1.843
g729char\exp3\original\d\d_f02s40.wav	 g729char\exp3\coded\d\de3fbe40.out	16000	1.918
g729char\exp3\original\d\d_m01s40.wav	 g729char\exp3\coded\d\de3m2840.out	16000	2.057
g729char\exp3\original\d\d_m02s40.wav	 g729char\exp3\coded\d\de3m5a40.out	16000	2.131
g729char\exp3\original\d\d_f01s41.wav	 g729char\exp3\coded\d\de3f8d41.out	16000	1.344
g729char\exp3\original\d\d_f02s41.wav	 g729char\exp3\coded\d\de3fbf41.out	16000	1.522
g729char\exp3\original\d\d_m01s41.wav	 g729char\exp3\coded\d\de3m2941.out	16000	2.111
g729char\exp3\original\d\d_m02s41.wav	 g729char\exp3\coded\d\de3m5b41.out	16000	2.023
g729char\exp3\original\d\d_f01s42.wav	 g729char\exp3\coded\d\de3f8e42.out	16000	1.939
g729char\exp3\original\d\d_f02s42.wav	 g729char\exp3\coded\d\de3fc042.out	16000	2.078
g729char\exp3\original\d\d_m01s42.wav	 g729char\exp3\coded\d\de3m2a42.out	16000	2.859
g729char\exp3\original\d\d_m02s42.wav	 g729char\exp3\coded\d\de3m5c42.out	16000	2.999
g729char\exp3\original\d\d_f01s43.wav	 g729char\exp3\coded\d\de3f8f43.out	16000	2.777
g729char\exp3\original\d\d_f02s43.wav	 g729char\exp3\coded\d\de3fc143.out	16000	2.646
g729char\exp3\original\d\d_m01s43.wav	 g729char\exp3\coded\d\de3m2b43.out	16000	3.114
g729char\exp3\original\d\d_m02s43.wav	 g729char\exp3\coded\d\de3m5d43.out	16000	3.397
g729char\exp3\original\d\d_f01s44.wav	 g729char\exp3\coded\d\de3f9044.out	16000	2.5
g729char\exp3\original\d\d_f02s44.wav	 g729char\exp3\coded\d\de3fc244.out	16000	2.867
g729char\exp3\original\d\d_m01s44.wav	 g729char\exp3\coded\d\de3m2c44.out	16000	3.746
g729char\exp3\original\d\d_m02s44.wav	 g729char\exp3\coded\d\de3m5e44.out	16000	3.727
g729char\exp3\original\d\d_f01s45.wav	 g729char\exp3\coded\d\de3f9145.out	16000	3.375
g729char\exp3\original\d\d_f02s45.wav	 g729char\exp3\coded\d\de3fc345.out	16000	3.586
g729char\exp3\original\d\d_m01s45.wav	 g729char\exp3\coded\d\de3m2d45.out	16000	3.863
g729char\exp3\original\d\d_m02s45.wav	 g729char\exp3\coded\d\de3m5f45.out	16000	4.001
g729char\exp3\original\d\d_f01s46.wav	 g729char\exp3\coded\d\de3f9246.out	16000	3.781
g729char\exp3\original\d\d_f02s46.wav	 g729char\exp3\coded\d\de3fc446.out	16000	4.008
g729char\exp3\original\d\d_m01s46.wav	 g729char\exp3\coded\d\de3m2e46.out	16000	3.701
g729char\exp3\original\d\d_m02s46.wav	 g729char\exp3\coded\d\de3m6046.out	16000	3.997
g729char\exp3\original\d\d_f01s47.wav	 g729char\exp3\coded\d\de3f9347.out	16000	4.046
g729char\exp3\original\d\d_f02s47.wav	 g729char\exp3\coded\d\de3fc547.out	16000	3.84
g729char\exp3\original\d\d_m01s47.wav	 g729char\exp3\coded\d\de3m2f47.out	16000	3.781
g729char\exp3\original\d\d_m02s47.wav	 g729char\exp3\coded\d\de3m6147.out	16000	4.077
g729char\exp3\original\d\d_f01s48.wav	 g729char\exp3\coded\d\de3f9448.out	16000	2.129
g729char\exp3\original\d\d_f02s48.wav	 g729char\exp3\coded\d\de3fc648.out	16000	2.336
g729char\exp3\original\d\d_m01s48.wav	 g729char\exp3\coded\d\de3m3048.out	16000	1.991
g729char\exp3\original\d\d_m02s48.wav	 g729char\exp3\coded\d\de3m6248.out	16000	2.027
g729char\exp3\original\d\d_f01s49.wav	 g729char\exp3\coded\d\de3f9549.out	16000	1.817
g729char\exp3\original\d\d_f02s49.wav	 g729char\exp3\coded\d\de3fc749.out	16000	1.836
g729char\exp3\original\d\d_m01s49.wav	 g729char\exp3\coded\d\de3m3149.out	16000	2.124
g729char\exp3\original\d\d_m02s49.wav	 g729char\exp3\coded\d\de3m6349.out	16000	1.818
g729char\exp3\original\d\d_f01s50.wav	 g729char\exp3\coded\d\de3f9650.out	16000	2.045
g729char\exp3\original\d\d_f02s50.wav	 g729char\exp3\coded\d\de3fc850.out	16000	1.963
g729char\exp3\original\d\d_m01s50.wav	 g729char\exp3\coded\d\de3m3250.out	16000	2.004
g729char\exp3\original\d\d_m02s50.wav	 g729char\exp3\coded\d\de3m6450.out	16000	2.177
g729char\exp3\original\o\o_f01s47.wav	 g729char\exp3\coded\o\oe3f6501.out	16000	2.828
g729char\exp3\original\o\o_f02s47.wav	 g729char\exp3\coded\o\oe3f9701.out	16000	1.831
g729char\exp3\original\o\o_m01s47.wav	 g729char\exp3\coded\o\oe3m0101.out	16000	2.503
g729char\exp3\original\o\o_m02s47.wav	 g729char\exp3\coded\o\oe3m3301.out	16000	2.205
g729char\exp3\original\o\o_f01s48.wav	 g729char\exp3\coded\o\oe3f6602.out	16000	2.314
g729char\exp3\original\o\o_f02s48.wav	 g729char\exp3\coded\o\oe3f9802.out	16000	1.826
g729char\exp3\original\o\o_m01s48.wav	 g729char\exp3\coded\o\oe3m0202.out	16000	2.454
g729char\exp3\original\o\o_m02s48.wav	 g729char\exp3\coded\o\oe3m3402.out	16000	1.884
g729char\exp3\original\o\o_f01s49.wav	 g729char\exp3\coded\o\oe3f6703.out	16000	2.263
g729char\exp3\original\o\o_f02s49.wav	 g729char\exp3\coded\o\oe3f9903.out	16000	1.611
g729char\exp3\original\o\o_m01s49.wav	 g729char\exp3\coded\o\oe3m0303.out	16000	2.071
g729char\exp3\original\o\o_m02s49.wav	 g729char\exp3\coded\o\oe3m3503.out	16000	2.086
g729char\exp3\original\o\o_f01s50.wav	 g729char\exp3\coded\o\oe3f6804.out	16000	2.005
g729char\exp3\original\o\o_f02s50.wav	 g729char\exp3\coded\o\oe3f9a04.out	16000	1.974
g729char\exp3\original\o\o_m01s50.wav	 g729char\exp3\coded\o\oe3m0404.out	16000	1.928
g729char\exp3\original\o\o_m02s50.wav	 g729char\exp3\coded\o\oe3m3604.out	16000	2.074
g729char\exp3\original\o\o_f01s51.wav	 g729char\exp3\coded\o\oe3f6905.out	16000	1.858
g729char\exp3\original\o\o_f02s51.wav	 g729char\exp3\coded\o\oe3f9b05.out	16000	1.994
g729char\exp3\original\o\o_m01s51.wav	 g729char\exp3\coded\o\oe3m0505.out	16000	1.7
g729char\exp3\original\o\o_m02s51.wav	 g729char\exp3\coded\o\oe3m3705.out	16000	1.853
g729char\exp3\original\o\o_f01s52.wav	 g729char\exp3\coded\o\oe3f6a06.out	16000	1.957
g729char\exp3\original\o\o_f02s52.wav	 g729char\exp3\coded\o\oe3f9c06.out	16000	1.804
g729char\exp3\original\o\o_m01s52.wav	 g729char\exp3\coded\o\oe3m0606.out	16000	1.89
g729char\exp3\original\o\o_m02s52.wav	 g729char\exp3\coded\o\oe3m3806.out	16000	1.601
g729char\exp3\original\o\o_f01s53.wav	 g729char\exp3\coded\o\oe3f6b07.out	16000	1.655
g729char\exp3\original\o\o_f02s53.wav	 g729char\exp3\coded\o\oe3f9d07.out	16000	1.562
g729char\exp3\original\o\o_m01s53.wav	 g729char\exp3\coded\o\oe3m0707.out	16000	1.972
g729char\exp3\original\o\o_m02s53.wav	 g729char\exp3\coded\o\oe3m3907.out	16000	1.663
g729char\exp3\original\o\o_f01s54.wav	 g729char\exp3\coded\o\oe3f6c08.out	16000	1.782
g729char\exp3\original\o\o_f02s54.wav	 g729char\exp3\coded\o\oe3f9e08.out	16000	1.492
g729char\exp3\original\o\o_m01s54.wav	 g729char\exp3\coded\o\oe3m0808.out	16000	1.835
g729char\exp3\original\o\o_m02s54.wav	 g729char\exp3\coded\o\oe3m3a08.out	16000	1.851
g729char\exp3\original\o\o_f01s55.wav	 g729char\exp3\coded\o\oe3f6d09.out	16000	1.605
g729char\exp3\original\o\o_f02s55.wav	 g729char\exp3\coded\o\oe3f9f09.out	16000	1.697
g729char\exp3\original\o\o_m01s55.wav	 g729char\exp3\coded\o\oe3m0909.out	16000	1.559
